iteration,timestamp,client_id,operation,phase,scenario,failed_node,requested_version,observed_version,read_concern,write_concern,latency_ms,success,violation,error
773,1789625830.993692,client_A,WRITE_THEN_READ,recovery,failure,mongo1,773,771,local,1,0.36,True,True,
774,1789625830.9940453,client_A,WRITE_THEN_READ,recovery,failure,mongo1,774,773,local,1,0.35,True,True,
775,1789625830.994564,client_A,WRITE_THEN_READ,recovery,failure,mongo1,775,774,local,1,0.52,True,True,
776,1789625830.9949172,client_A,WRITE_THEN_READ,recovery,failure,mongo1,776,775,local,1,0.35,True,True,
777,1789625830.995334,client_A,WRITE_THEN_READ,recovery,failure,mongo1,777,777,local,1,0.42,True,False,
778,1789625830.9956932,client_A,WRITE_THEN_READ,recovery,failure,mongo1,778,777,local,1,0.36,True,True,
779,1789625830.9960494,client_A,WRITE_THEN_READ,recovery,failure,mongo1,779,778,local,1,0.35,True,True,
780,1789625830.9964757,client_A,WRITE_THEN_READ,recovery,failure,mongo1,780,779,local,1,0.39,True,True,
781,1789625830.9968317,client_A,WRITE_THEN_READ,recovery,failure,mongo1,781,780,local,1,0.35,True,True,
782,1789625830.9973092,client_A,WRITE_THEN_READ,recovery,failure,mongo1,782,781,local,1,0.48,True,True,
783,1789625830.9976366,client_A,WRITE_THEN_READ,recovery,failure,mongo1,783,782,local,1,0.33,True,True,
784,1789625830.9979603,client_A,WRITE_THEN_READ,recovery,failure,mongo1,784,783,local,1,0.32,True,True,
785,1789625830.9984965,client_A,WRITE_THEN_READ,recovery,failure,mongo1,785,785,local,1,0.53,True,False,
786,1789625830.9988227,client_A,WRITE_THEN_READ,recovery,failure,mongo1,786,785,local,1,0.32,True,True,
787,1789625830.9991906,client_A,WRITE_THEN_READ,recovery,failure,mongo1,787,786,local,1,0.37,True,True,
788,1789625830.999569,client_A,WRITE_THEN_READ,recovery,failure,mongo1,788,787,local,1,0.38,True,True,
789,1789625830.9999735,client_A,WRITE_THEN_READ,recovery,failure,mongo1,789,789,local,1,0.4,True,False,
790,1789625831.0052114,client_A,WRITE_THEN_READ,recovery,failure,mongo1,790,789,local,1,5.24,True,True,
791,1789625831.0056386,client_A,WRITE_THEN_READ,recovery,failure,mongo1,791,790,local,1,0.42,True,True,
792,1789625831.0059817,client_A,WRITE_THEN_READ,recovery,failure,mongo1,792,791,local,1,0.34,True,True,
793,1789625831.0065372,client_A,WRITE_THEN_READ,recovery,failure,mongo1,793,793,local,1,0.55,True,False,
794,1789625831.006934,client_A,WRITE_THEN_READ,recovery,failure,mongo1,794,793,local,1,0.39,True,True,
795,1789625831.0075967,client_A,WRITE_THEN_READ,recovery,failure,mongo1,795,794,local,1,0.66,True,True,
796,1789625831.0079627,client_A,WRITE_THEN_READ,recovery,failure,mongo1,796,795,local,1,0.36,True,True,
797,1789625831.0083957,client_A,WRITE_THEN_READ,recovery,failure,mongo1,797,796,local,1,0.43,True,True,
798,1789625831.0088115,client_A,WRITE_THEN_READ,recovery,failure,mongo1,798,797,local,1,0.41,True,True,
799,1789625831.0091531,client_A,WRITE_THEN_READ,recovery,failure,mongo1,799,798,local,1,0.34,True,True,
800,1789625831.0097716,client_A,WRITE_THEN_READ,recovery,failure,mongo1,800,800,local,1,0.62,True,False,
801,1789625831.010235,client_A,WRITE_THEN_READ,recovery,failure,mongo1,801,800,local,1,0.45,True,True,
802,1789625831.0106175,client_A,WRITE_THEN_READ,recovery,failure,mongo1,802,801,local,1,0.38,True,True,
803,1789625831.0109434,client_A,WRITE_THEN_READ,recovery,failure,mongo1,803,802,local,1,0.32,True,True,
804,1789625831.011356,client_A,WRITE_THEN_READ,recovery,failure,mongo1,804,803,local,1,0.41,True,True,
805,1789625831.0116847,client_A,WRITE_THEN_READ,recovery,failure,mongo1,805,804,local,1,0.33,True,True,
806,1789625831.0121593,client_A,WRITE_THEN_READ,recovery,failure,mongo1,806,806,local,1,0.47,True,False,
807,1789625831.0124853,client_A,WRITE_THEN_READ,recovery,failure,mongo1,807,806,local,1,0.32,True,True,
808,1789625831.0128112,client_A,WRITE_THEN_READ,recovery,failure,mongo1,808,807,local,1,0.32,True,True,
809,1789625831.0131812,client_A,WRITE_THEN_READ,recovery,failure,mongo1,809,808,local,1,0.37,True,True,
810,1789625831.0134976,client_A,WRITE_THEN_READ,recovery,failure,mongo1,810,809,local,1,0.31,True,True,
811,1789625831.0139167,client_A,WRITE_THEN_READ,recovery,failure,mongo1,811,810,local,1,0.42,True,True,
812,1789625831.0142648,client_A,WRITE_THEN_READ,recovery,failure,mongo1,812,811,local,1,0.35,True,True,
813,1789625831.0148423,client_A,WRITE_THEN_READ,recovery,failure,mongo1,813,813,local,1,0.58,True,False,
814,1789625831.0152233,client_A,WRITE_THEN_READ,recovery,failure,mongo1,814,813,local,1,0.38,True,True,
815,1789625831.0155947,client_A,WRITE_THEN_READ,recovery,failure,mongo1,815,814,local,1,0.37,True,True,
816,1789625831.0159824,client_A,WRITE_THEN_READ,recovery,failure,mongo1,816,815,local,1,0.39,True,True,
817,1789625831.0164232,client_A,WRITE_THEN_READ,recovery,failure,mongo1,817,816,local,1,0.44,True,True,
818,1789625831.0168052,client_A,WRITE_THEN_READ,recovery,failure,mongo1,818,817,local,1,0.38,True,True,
819,1789625831.0172486,client_A,WRITE_THEN_READ,recovery,failure,mongo1,819,818,local,1,0.44,True,True,
820,1789625831.0177283,client_A,WRITE_THEN_READ,recovery,failure,mongo1,820,820,local,1,0.48,True,False,
821,1789625831.0181324,client_A,WRITE_THEN_READ,recovery,failure,mongo1,821,820,local,1,0.4,True,True,
822,1789625831.018506,client_A,WRITE_THEN_READ,recovery,failure,mongo1,822,821,local,1,0.37,True,True,
823,1789625831.0188794,client_A,WRITE_THEN_READ,recovery,failure,mongo1,823,822,local,1,0.37,True,True,
824,1789625831.0193486,client_A,WRITE_THEN_READ,recovery,failure,mongo1,824,823,local,1,0.47,True,True,
825,1789625831.0196815,client_A,WRITE_THEN_READ,recovery,failure,mongo1,825,824,local,1,0.33,True,True,
826,1789625831.0200233,client_A,WRITE_THEN_READ,recovery,failure,mongo1,826,825,local,1,0.34,True,True,
827,1789625831.0203965,client_A,WRITE_THEN_READ,recovery,failure,mongo1,827,826,local,1,0.37,True,True,
828,1789625831.0207143,client_A,WRITE_THEN_READ,recovery,failure,mongo1,828,827,local,1,0.32,True,True,
829,1789625831.0210004,client_A,WRITE_THEN_READ,recovery,failure,mongo1,829,828,local,1,0.28,True,True,
830,1789625831.021488,client_A,WRITE_THEN_READ,recovery,failure,mongo1,830,828,local,1,0.49,True,True,
831,1789625831.021773,client_A,WRITE_THEN_READ,recovery,failure,mongo1,831,830,local,1,0.28,True,True,
832,1789625831.0221567,client_A,WRITE_THEN_READ,recovery,failure,mongo1,832,831,local,1,0.38,True,True,
833,1789625831.0225706,client_A,WRITE_THEN_READ,recovery,failure,mongo1,833,832,local,1,0.41,True,True,
834,1789625831.0230134,client_A,WRITE_THEN_READ,recovery,failure,mongo1,834,834,local,1,0.44,True,False,
835,1789625831.023479,client_A,WRITE_THEN_READ,recovery,failure,mongo1,835,834,local,1,0.46,True,True,
836,1789625831.0238662,client_A,WRITE_THEN_READ,recovery,failure,mongo1,836,835,local,1,0.39,True,True,
837,1789625831.0244365,client_A,WRITE_THEN_READ,recovery,failure,mongo1,837,836,local,1,0.57,True,True,
838,1789625831.0247746,client_A,WRITE_THEN_READ,recovery,failure,mongo1,838,837,local,1,0.34,True,True,
839,1789625831.0251176,client_A,WRITE_THEN_READ,recovery,failure,mongo1,839,838,local,1,0.34,True,True,
840,1789625831.0255516,client_A,WRITE_THEN_READ,recovery,failure,mongo1,840,839,local,1,0.43,True,True,
841,1789625831.0259783,client_A,WRITE_THEN_READ,recovery,failure,mongo1,841,840,local,1,0.43,True,True,
842,1789625831.0264802,client_A,WRITE_THEN_READ,recovery,failure,mongo1,842,841,local,1,0.5,True,True,
843,1789625831.0269294,client_A,WRITE_THEN_READ,recovery,failure,mongo1,843,842,local,1,0.45,True,True,
844,1789625831.0274274,client_A,WRITE_THEN_READ,recovery,failure,mongo1,844,843,local,1,0.5,True,True,
845,1789625831.0277922,client_A,WRITE_THEN_READ,recovery,failure,mongo1,845,844,local,1,0.36,True,True,
846,1789625831.0281901,client_A,WRITE_THEN_READ,recovery,failure,mongo1,846,845,local,1,0.4,True,True,
847,1789625831.0286257,client_A,WRITE_THEN_READ,recovery,failure,mongo1,847,846,local,1,0.43,True,True,
848,1789625831.0290704,client_A,WRITE_THEN_READ,recovery,failure,mongo1,848,846,local,1,0.44,True,True,
849,1789625831.0294785,client_A,WRITE_THEN_READ,recovery,failure,mongo1,849,848,local,1,0.41,True,True,
850,1789625831.029923,client_A,WRITE_THEN_READ,recovery,failure,mongo1,850,849,local,1,0.44,True,True,
851,1789625831.0304706,client_A,WRITE_THEN_READ,recovery,failure,mongo1,851,850,local,1,0.55,True,True,
852,1789625831.030927,client_A,WRITE_THEN_READ,recovery,failure,mongo1,852,851,local,1,0.45,True,True,
853,1789625831.0313938,client_A,WRITE_THEN_READ,recovery,failure,mongo1,853,852,local,1,0.47,True,True,
854,1789625831.0317392,client_A,WRITE_THEN_READ,recovery,failure,mongo1,854,853,local,1,0.34,True,True,
855,1789625831.0320914,client_A,WRITE_THEN_READ,recovery,failure,mongo1,855,854,local,1,0.35,True,True,
856,1789625831.0324624,client_A,WRITE_THEN_READ,recovery,failure,mongo1,856,855,local,1,0.37,True,True,
857,1789625831.0328813,client_A,WRITE_THEN_READ,recovery,failure,mongo1,857,856,local,1,0.42,True,True,
858,1789625831.0333622,client_A,WRITE_THEN_READ,recovery,failure,mongo1,858,857,local,1,0.48,True,True,
859,1789625831.0337172,client_A,WRITE_THEN_READ,recovery,failure,mongo1,859,858,local,1,0.35,True,True,
860,1789625831.0341659,client_A,WRITE_THEN_READ,recovery,failure,mongo1,860,859,local,1,0.45,True,True,
861,1789625831.0345168,client_A,WRITE_THEN_READ,recovery,failure,mongo1,861,860,local,1,0.35,True,True,
862,1789625831.0350165,client_A,WRITE_THEN_READ,recovery,failure,mongo1,862,862,local,1,0.5,True,False,
863,1789625831.0355566,client_A,WRITE_THEN_READ,recovery,failure,mongo1,863,862,local,1,0.54,True,True,
864,1789625831.035926,client_A,WRITE_THEN_READ,recovery,failure,mongo1,864,863,local,1,0.37,True,True,
865,1789625831.0364277,client_A,WRITE_THEN_READ,recovery,failure,mongo1,865,864,local,1,0.5,True,True,
866,1789625831.0368216,client_A,WRITE_THEN_READ,recovery,failure,mongo1,866,865,local,1,0.39,True,True,
867,1789625831.0372717,client_A,WRITE_THEN_READ,recovery,failure,mongo1,867,866,local,1,0.45,True,True,
868,1789625831.0377474,client_A,WRITE_THEN_READ,recovery,failure,mongo1,868,867,local,1,0.47,True,True,
869,1789625831.0381582,client_A,WRITE_THEN_READ,recovery,failure,mongo1,869,868,local,1,0.41,True,True,
870,1789625831.0385077,client_A,WRITE_THEN_READ,recovery,failure,mongo1,870,869,local,1,0.35,True,True,
871,1789625831.0391014,client_A,WRITE_THEN_READ,recovery,failure,mongo1,871,870,local,1,0.59,True,True,
872,1789625831.0394797,client_A,WRITE_THEN_READ,recovery,failure,mongo1,872,871,local,1,0.38,True,True,
873,1789625831.0399714,client_A,WRITE_THEN_READ,recovery,failure,mongo1,873,873,local,1,0.49,True,False,
874,1789625831.0405214,client_A,WRITE_THEN_READ,recovery,failure,mongo1,874,873,local,1,0.55,True,True,
875,1789625831.0410821,client_A,WRITE_THEN_READ,recovery,failure,mongo1,875,874,local,1,0.56,True,True,
876,1789625831.041691,client_A,WRITE_THEN_READ,recovery,failure,mongo1,876,875,local,1,0.61,True,True,
877,1789625831.0421455,client_A,WRITE_THEN_READ,recovery,failure,mongo1,877,876,local,1,0.45,True,True,
878,1789625831.0426378,client_A,WRITE_THEN_READ,recovery,failure,mongo1,878,877,local,1,0.49,True,True,
879,1789625831.0431468,client_A,WRITE_THEN_READ,recovery,failure,mongo1,879,878,local,1,0.51,True,True,
880,1789625831.0436134,client_A,WRITE_THEN_READ,recovery,failure,mongo1,880,879,local,1,0.46,True,True,
881,1789625831.0441725,client_A,WRITE_THEN_READ,recovery,failure,mongo1,881,881,local,1,0.56,True,False,
882,1789625831.0445075,client_A,WRITE_THEN_READ,recovery,failure,mongo1,882,881,local,1,0.33,True,True,
883,1789625831.0450008,client_A,WRITE_THEN_READ,recovery,failure,mongo1,883,882,local,1,0.49,True,True,
884,1789625831.045535,client_A,WRITE_THEN_READ,recovery,failure,mongo1,884,883,local,1,0.53,True,True,
885,1789625831.0458834,client_A,WRITE_THEN_READ,recovery,failure,mongo1,885,884,local,1,0.35,True,True,
886,1789625831.0464928,client_A,WRITE_THEN_READ,recovery,failure,mongo1,886,885,local,1,0.61,True,True,
887,1789625831.0468884,client_A,WRITE_THEN_READ,recovery,failure,mongo1,887,886,local,1,0.39,True,True,
888,1789625831.0473278,client_A,WRITE_THEN_READ,recovery,failure,mongo1,888,887,local,1,0.44,True,True,
889,1789625831.0478716,client_A,WRITE_THEN_READ,recovery,failure,mongo1,889,888,local,1,0.54,True,True,
890,1789625831.0482411,client_A,WRITE_THEN_READ,recovery,failure,mongo1,890,889,local,1,0.37,True,True,
891,1789625831.0486984,client_A,WRITE_THEN_READ,recovery,failure,mongo1,891,891,local,1,0.46,True,False,
892,1789625831.0491147,client_A,WRITE_THEN_READ,recovery,failure,mongo1,892,891,local,1,0.42,True,True,
893,1789625831.0495856,client_A,WRITE_THEN_READ,recovery,failure,mongo1,893,892,local,1,0.47,True,True,
894,1789625831.0499575,client_A,WRITE_THEN_READ,recovery,failure,mongo1,894,893,local,1,0.37,True,True,
895,1789625831.0505283,client_A,WRITE_THEN_READ,recovery,failure,mongo1,895,894,local,1,0.57,True,True,
896,1789625831.0510063,client_A,WRITE_THEN_READ,recovery,failure,mongo1,896,895,local,1,0.48,True,True,
897,1789625831.0514705,client_A,WRITE_THEN_READ,recovery,failure,mongo1,897,896,local,1,0.46,True,True,
898,1789625831.0519443,client_A,WRITE_THEN_READ,recovery,failure,mongo1,898,897,local,1,0.47,True,True,
899,1789625831.0523949,client_A,WRITE_THEN_READ,recovery,failure,mongo1,899,898,local,1,0.45,True,True,
900,1789625831.0527637,client_A,WRITE_THEN_READ,recovery,failure,mongo1,900,899,local,1,0.37,True,True,
901,1789625831.0534008,client_A,WRITE_THEN_READ,recovery,failure,mongo1,901,900,local,1,0.59,True,True,
902,1789625831.053717,client_A,WRITE_THEN_READ,recovery,failure,mongo1,902,901,local,1,0.31,True,True,
903,1789625831.0542603,client_A,WRITE_THEN_READ,recovery,failure,mongo1,903,902,local,1,0.54,True,True,
904,1789625831.0546396,client_A,WRITE_THEN_READ,recovery,failure,mongo1,904,903,local,1,0.38,True,True,
905,1789625831.0550137,client_A,WRITE_THEN_READ,recovery,failure,mongo1,905,904,local,1,0.37,True,True,
906,1789625831.0553653,client_A,WRITE_THEN_READ,recovery,failure,mongo1,906,905,local,1,0.35,True,True,
907,1789625831.0557244,client_A,WRITE_THEN_READ,recovery,failure,mongo1,907,906,local,1,0.36,True,True,
908,1789625831.0560927,client_A,WRITE_THEN_READ,recovery,failure,mongo1,908,907,local,1,0.37,True,True,
909,1789625831.0564454,client_A,WRITE_THEN_READ,recovery,failure,mongo1,909,908,local,1,0.35,True,True,
910,1789625831.0568573,client_A,WRITE_THEN_READ,recovery,failure,mongo1,910,909,local,1,0.41,True,True,
911,1789625831.0572724,client_A,WRITE_THEN_READ,recovery,failure,mongo1,911,910,local,1,0.41,True,True,
912,1789625831.0576303,client_A,WRITE_THEN_READ,recovery,failure,mongo1,912,910,local,1,0.36,True,True,
913,1789625831.0580037,client_A,WRITE_THEN_READ,recovery,failure,mongo1,913,911,local,1,0.37,True,True,
914,1789625831.0584633,client_A,WRITE_THEN_READ,recovery,failure,mongo1,914,912,local,1,0.46,True,True,
915,1789625831.0588481,client_A,WRITE_THEN_READ,recovery,failure,mongo1,915,914,local,1,0.38,True,True,
916,1789625831.0592134,client_A,WRITE_THEN_READ,recovery,failure,mongo1,916,914,local,1,0.36,True,True,
917,1789625831.0596766,client_A,WRITE_THEN_READ,recovery,failure,mongo1,917,916,local,1,0.46,True,True,
918,1789625831.060037,client_A,WRITE_THEN_READ,recovery,failure,mongo1,918,917,local,1,0.36,True,True,
919,1789625831.0604396,client_A,WRITE_THEN_READ,recovery,failure,mongo1,919,918,local,1,0.4,True,True,
920,1789625831.0608737,client_A,WRITE_THEN_READ,recovery,failure,mongo1,920,919,local,1,0.43,True,True,
921,1789625831.061358,client_A,WRITE_THEN_READ,recovery,failure,mongo1,921,919,local,1,0.48,True,True,
922,1789625831.0617838,client_A,WRITE_THEN_READ,recovery,failure,mongo1,922,921,local,1,0.42,True,True,
923,1789625831.062233,client_A,WRITE_THEN_READ,recovery,failure,mongo1,923,922,local,1,0.45,True,True,
924,1789625831.06272,client_A,WRITE_THEN_READ,recovery,failure,mongo1,924,922,local,1,0.49,True,True,
925,1789625831.0631692,client_A,WRITE_THEN_READ,recovery,failure,mongo1,925,923,local,1,0.45,True,True,
926,1789625831.0635536,client_A,WRITE_THEN_READ,recovery,failure,mongo1,926,925,local,1,0.38,True,True,
927,1789625831.0639312,client_A,WRITE_THEN_READ,recovery,failure,mongo1,927,926,local,1,0.38,True,True,
928,1789625831.0644186,client_A,WRITE_THEN_READ,recovery,failure,mongo1,928,927,local,1,0.49,True,True,
929,1789625831.0647907,client_A,WRITE_THEN_READ,recovery,failure,mongo1,929,928,local,1,0.37,True,True,
930,1789625831.0652065,client_A,WRITE_THEN_READ,recovery,failure,mongo1,930,928,local,1,0.41,True,True,
931,1789625831.0655963,client_A,WRITE_THEN_READ,recovery,failure,mongo1,931,930,local,1,0.39,True,True,
932,1789625831.066032,client_A,WRITE_THEN_READ,recovery,failure,mongo1,932,930,local,1,0.43,True,True,
933,1789625831.066472,client_A,WRITE_THEN_READ,recovery,failure,mongo1,933,932,local,1,0.44,True,True,
934,1789625831.0668802,client_A,WRITE_THEN_READ,recovery,failure,mongo1,934,933,local,1,0.41,True,True,
935,1789625831.0673518,client_A,WRITE_THEN_READ,recovery,failure,mongo1,935,934,local,1,0.47,True,True,
936,1789625831.0677724,client_A,WRITE_THEN_READ,recovery,failure,mongo1,936,935,local,1,0.42,True,True,
937,1789625831.0681674,client_A,WRITE_THEN_READ,recovery,failure,mongo1,937,936,local,1,0.39,True,True,
938,1789625831.068494,client_A,WRITE_THEN_READ,recovery,failure,mongo1,938,937,local,1,0.32,True,True,
939,1789625831.0689077,client_A,WRITE_THEN_READ,recovery,failure,mongo1,939,938,local,1,0.41,True,True,
940,1789625831.0693572,client_A,WRITE_THEN_READ,recovery,failure,mongo1,940,939,local,1,0.45,True,True,
941,1789625831.0697289,client_A,WRITE_THEN_READ,recovery,failure,mongo1,941,940,local,1,0.37,True,True,
942,1789625831.070165,client_A,WRITE_THEN_READ,recovery,failure,mongo1,942,941,local,1,0.43,True,True,
943,1789625831.0705814,client_A,WRITE_THEN_READ,recovery,failure,mongo1,943,942,local,1,0.41,True,True,
944,1789625831.0709317,client_A,WRITE_THEN_READ,recovery,failure,mongo1,944,942,local,1,0.35,True,True,
945,1789625831.07134,client_A,WRITE_THEN_READ,recovery,failure,mongo1,945,944,local,1,0.41,True,True,
946,1789625831.0716517,client_A,WRITE_THEN_READ,recovery,failure,mongo1,946,945,local,1,0.31,True,True,
947,1789625831.0719972,client_A,WRITE_THEN_READ,recovery,failure,mongo1,947,945,local,1,0.34,True,True,
948,1789625831.0724068,client_A,WRITE_THEN_READ,recovery,failure,mongo1,948,947,local,1,0.41,True,True,
949,1789625831.0727122,client_A,WRITE_THEN_READ,recovery,failure,mongo1,949,948,local,1,0.3,True,True,
950,1789625831.0729954,client_A,WRITE_THEN_READ,recovery,failure,mongo1,950,948,local,1,0.28,True,True,
951,1789625831.0733855,client_A,WRITE_THEN_READ,recovery,failure,mongo1,951,950,local,1,0.39,True,True,
952,1789625831.0739007,client_A,WRITE_THEN_READ,recovery,failure,mongo1,952,951,local,1,0.51,True,True,
953,1789625831.074274,client_A,WRITE_THEN_READ,recovery,failure,mongo1,953,952,local,1,0.37,True,True,
954,1789625831.0746708,client_A,WRITE_THEN_READ,recovery,failure,mongo1,954,952,local,1,0.4,True,True,
955,1789625831.0750458,client_A,WRITE_THEN_READ,recovery,failure,mongo1,955,954,local,1,0.37,True,True,
956,1789625831.075433,client_A,WRITE_THEN_READ,recovery,failure,mongo1,956,954,local,1,0.39,True,True,
957,1789625831.0758564,client_A,WRITE_THEN_READ,recovery,failure,mongo1,957,956,local,1,0.42,True,True,
958,1789625831.0762715,client_A,WRITE_THEN_READ,recovery,failure,mongo1,958,957,local,1,0.41,True,True,
959,1789625831.0765843,client_A,WRITE_THEN_READ,recovery,failure,mongo1,959,958,local,1,0.31,True,True,
960,1789625831.0768719,client_A,WRITE_THEN_READ,recovery,failure,mongo1,960,959,local,1,0.29,True,True,
961,1789625831.0773244,client_A,WRITE_THEN_READ,recovery,failure,mongo1,961,960,local,1,0.45,True,True,
962,1789625831.077634,client_A,WRITE_THEN_READ,recovery,failure,mongo1,962,961,local,1,0.31,True,True,
963,1789625831.0780756,client_A,WRITE_THEN_READ,recovery,failure,mongo1,963,962,local,1,0.44,True,True,
964,1789625831.0785797,client_A,WRITE_THEN_READ,recovery,failure,mongo1,964,963,local,1,0.5,True,True,
965,1789625831.0789533,client_A,WRITE_THEN_READ,recovery,failure,mongo1,965,963,local,1,0.37,True,True,
966,1789625831.0794055,client_A,WRITE_THEN_READ,recovery,failure,mongo1,966,965,local,1,0.45,True,True,
967,1789625831.0797315,client_A,WRITE_THEN_READ,recovery,failure,mongo1,967,966,local,1,0.32,True,True,
968,1789625831.0801735,client_A,WRITE_THEN_READ,recovery,failure,mongo1,968,967,local,1,0.44,True,True,
969,1789625831.0805433,client_A,WRITE_THEN_READ,recovery,failure,mongo1,969,968,local,1,0.37,True,True,
970,1789625831.0809445,client_A,WRITE_THEN_READ,recovery,failure,mongo1,970,969,local,1,0.4,True,True,
971,1789625831.0813036,client_A,WRITE_THEN_READ,recovery,failure,mongo1,971,969,local,1,0.36,True,True,
972,1789625831.0816128,client_A,WRITE_THEN_READ,recovery,failure,mongo1,972,970,local,1,0.31,True,True,
973,1789625831.0819168,client_A,WRITE_THEN_READ,recovery,failure,mongo1,973,971,local,1,0.3,True,True,
974,1789625831.0824077,client_A,WRITE_THEN_READ,recovery,failure,mongo1,974,974,local,1,0.49,True,False,
975,1789625831.0827498,client_A,WRITE_THEN_READ,recovery,failure,mongo1,975,974,local,1,0.34,True,True,
976,1789625831.0830963,client_A,WRITE_THEN_READ,recovery,failure,mongo1,976,974,local,1,0.34,True,True,
977,1789625831.0834553,client_A,WRITE_THEN_READ,recovery,failure,mongo1,977,976,local,1,0.36,True,True,
978,1789625831.0837584,client_A,WRITE_THEN_READ,recovery,failure,mongo1,978,976,local,1,0.3,True,True,
979,1789625831.0842853,client_A,WRITE_THEN_READ,recovery,failure,mongo1,979,978,local,1,0.53,True,True,
980,1789625831.0846229,client_A,WRITE_THEN_READ,recovery,failure,mongo1,980,979,local,1,0.34,True,True,
981,1789625831.0849814,client_A,WRITE_THEN_READ,recovery,failure,mongo1,981,979,local,1,0.36,True,True,
982,1789625831.0853817,client_A,WRITE_THEN_READ,recovery,failure,mongo1,982,981,local,1,0.4,True,True,
983,1789625831.0856807,client_A,WRITE_THEN_READ,recovery,failure,mongo1,983,981,local,1,0.3,True,True,
984,1789625831.0861614,client_A,WRITE_THEN_READ,recovery,failure,mongo1,984,983,local,1,0.48,True,True,
985,1789625831.0866518,client_A,WRITE_THEN_READ,recovery,failure,mongo1,985,985,local,1,0.49,True,False,
986,1789625831.086979,client_A,WRITE_THEN_READ,recovery,failure,mongo1,986,985,local,1,0.33,True,True,
987,1789625831.0874321,client_A,WRITE_THEN_READ,recovery,failure,mongo1,987,986,local,1,0.45,True,True,
988,1789625831.0878236,client_A,WRITE_THEN_READ,recovery,failure,mongo1,988,987,local,1,0.39,True,True,
989,1789625831.0882845,client_A,WRITE_THEN_READ,recovery,failure,mongo1,989,988,local,1,0.46,True,True,
990,1789625831.0886824,client_A,WRITE_THEN_READ,recovery,failure,mongo1,990,989,local,1,0.4,True,True,
991,1789625831.0890715,client_A,WRITE_THEN_READ,recovery,failure,mongo1,991,989,local,1,0.39,True,True,
992,1789625831.0895429,client_A,WRITE_THEN_READ,recovery,failure,mongo1,992,991,local,1,0.47,True,True,
993,1789625831.089859,client_A,WRITE_THEN_READ,recovery,failure,mongo1,993,992,local,1,0.31,True,True,
994,1789625831.0902905,client_A,WRITE_THEN_READ,recovery,failure,mongo1,994,993,local,1,0.43,True,True,
995,1789625831.0908794,client_A,WRITE_THEN_READ,recovery,failure,mongo1,995,994,local,1,0.59,True,True,
996,1789625831.091402,client_A,WRITE_THEN_READ,recovery,failure,mongo1,996,995,local,1,0.52,True,True,
997,1789625831.091802,client_A,WRITE_THEN_READ,recovery,failure,mongo1,997,996,local,1,0.4,True,True,
998,1789625831.0921648,client_A,WRITE_THEN_READ,recovery,failure,mongo1,998,997,local,1,0.36,True,True,
999,1789625831.0925462,client_A,WRITE_THEN_READ,recovery,failure,mongo1,999,998,local,1,0.38,True,True,
1000,1789625831.092939,client_A,WRITE_THEN_READ,recovery,failure,mongo1,1000,999,local,1,0.39,True,True,
